year,industry_raw,industry_code,industry_level,births,survival_of_1_year,percent_of_1_year,survival_of_2_year,percent_of_2_year,survival_of_3_year,percent_of_3_year,survival_of_4_year,percent_of_4_year,survival_of_5_year,percent_of_5_year
2021,304 : Manufacture of military fighting vehicles,304,group,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,309 : Manufacture of transport equipment n.e.c.,309,group,60,55,91.6666666666667,40,66.6666666666667,35,58.3333333333333,NA,NA,NA,NA
2021,31 : Manufacture of furniture,31,division,820,780,95.1219512195122,615,75,485,59.1463414634146,NA,NA,NA,NA
2021,310 : Manufacture of furniture,310,group,820,780,95.1219512195122,615,75,485,59.1463414634146,NA,NA,NA,NA
2021,32 : Other manufacturing,32,division,1105,1045,94.5701357466063,765,69.2307692307692,600,54.2986425339367,NA,NA,NA,NA
2021,"321 : Manufacture of jewellery, bijouterie and related articles",321,group,195,180,92.3076923076923,140,71.7948717948718,115,58.974358974359,NA,NA,NA,NA
2021,322 : Manufacture of musical instruments,322,group,40,40,100,35,87.5,30,75,NA,NA,NA,NA
2021,323 : Manufacture of sports goods,323,group,150,145,96.6666666666667,95,63.3333333333333,75,50,NA,NA,NA,NA
2021,324 : Manufacture of games and toys,324,group,150,140,93.3333333333333,100,66.6666666666667,70,46.6666666666667,NA,NA,NA,NA
2021,325 : Manufacture of medical and dental instruments and supplies,325,group,145,140,96.551724137931,100,68.9655172413793,75,51.7241379310345,NA,NA,NA,NA
2021,329 : Other manufacturing n.e.c.,329,group,425,400,94.1176470588235,295,69.4117647058823,235,55.2941176470588,NA,NA,NA,NA
2021,33 : Repair and installation of machinery and equipment,33,division,1750,1625,92.8571428571429,1345,76.8571428571429,1140,65.1428571428572,NA,NA,NA,NA
2021,"331 : Repair of fabricated metal products, machinery and equipment",331,group,1490,1375,92.2818791946309,1140,76.510067114094,955,64.0939597315436,NA,NA,NA,NA
2021,332 : Installation of industrial machinery and equipment,332,group,260,250,96.1538461538462,205,78.8461538461538,185,71.1538461538462,NA,NA,NA,NA
2021,"35 : Electricity, gas, steam and air conditioning supply",35,division,605,565,93.3884297520661,345,57.0247933884297,245,40.495867768595,NA,NA,NA,NA
2021,"351 : Electric power generation, transmission and distribution",351,group,570,530,92.9824561403509,320,56.140350877193,225,39.4736842105263,NA,NA,NA,NA
2021,352 : Manufacture of gas; distribution of gaseous fuels through mains,352,group,25,25,100,20,80,15,60,NA,NA,NA,NA
2021,353 : Steam and air conditioning supply,353,group,10,10,100,5,50,5,50,NA,NA,NA,NA
2021,"36 : Water collection, treatment and supply",36,division,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,"360 : Water collection, treatment and supply",360,group,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,37 : Sewerage,37,division,140,130,92.8571428571429,110,78.5714285714286,90,64.2857142857143,NA,NA,NA,NA
2021,370 : Sewerage,370,group,140,130,92.8571428571429,110,78.5714285714286,90,64.2857142857143,NA,NA,NA,NA
2021,"38 : Waste collection, treatment and disposal activities; materials recovery",38,division,830,785,94.578313253012,575,69.2771084337349,430,51.8072289156626,NA,NA,NA,NA
2021,381 : Waste collection,381,group,535,505,94.392523364486,365,68.2242990654206,280,52.3364485981308,NA,NA,NA,NA
2021,382 : Waste treatment and disposal,382,group,140,135,96.4285714285714,110,78.5714285714286,80,57.1428571428571,NA,NA,NA,NA
2021,383 : Materials recovery,383,group,155,145,93.5483870967742,100,64.5161290322581,70,45.1612903225806,NA,NA,NA,NA
2021,39 : Remediation activities and other waste management services.,39,division,175,170,97.1428571428571,135,77.1428571428572,105,60,NA,NA,NA,NA
2021,390 : Remediation activities and other waste management services,390,group,175,170,97.1428571428571,135,77.1428571428572,105,60,NA,NA,NA,NA
2021,41 : Construction of buildings,41,division,19655,18750,95.3955736453829,13775,70.0839481048079,10675,54.3118799287713,NA,NA,NA,NA
2021,411 : Development of building projects,411,group,7315,6975,95.352016404648,4780,65.3451811346548,3575,48.8721804511278,NA,NA,NA,NA
2021,412 : Construction of residential and non-residential buildings,412,group,12340,11775,95.4213938411669,8995,72.8930307941653,7100,57.5364667747164,NA,NA,NA,NA
2021,42 : Civil engineering,42,division,3050,2655,87.0491803278689,1895,62.1311475409836,1525,50,NA,NA,NA,NA
2021,421 : Construction of roads and railways,421,group,1360,1095,80.5147058823529,700,51.4705882352941,540,39.7058823529412,NA,NA,NA,NA
2021,422 : Construction of utility projects,422,group,415,385,92.7710843373494,280,67.4698795180723,220,53.0120481927711,NA,NA,NA,NA
2021,429 : Construction of other civil engineering projects,429,group,1275,1175,92.156862745098,915,71.7647058823529,765,60,NA,NA,NA,NA
2021,43 : Specialised construction activities,43,division,30270,28560,94.3508424182359,23135,76.4288074000661,18350,60.6210769739016,NA,NA,NA,NA
2021,431 : Demolition and site preparation,431,group,560,500,89.2857142857143,390,69.6428571428571,305,54.4642857142857,NA,NA,NA,NA
2021,"432 : Electrical, plumbing and other construction installation activities",432,group,12470,11955,95.8700882117081,10100,80.9943865276664,8590,68.8853247794707,NA,NA,NA,NA
2021,433 : Building completion and finishing,433,group,12090,11325,93.6724565756824,8800,72.7874276261373,6310,52.191894127378,NA,NA,NA,NA
2021,439 : Other specialised construction activities,439,group,5150,4780,92.8155339805825,3845,74.6601941747573,3145,61.0679611650485,NA,NA,NA,NA
2021,45 : Wholesale and retail trade and repair of motor vehicles and motorcycles,45,division,8860,8405,94.8645598194131,6735,76.0158013544018,5525,62.3589164785553,NA,NA,NA,NA
2021,451 : Sale of motor vehicles,451,group,2895,2725,94.1278065630397,2135,73.7478411053541,1705,58.8946459412781,NA,NA,NA,NA
2021,452 : Maintenance and repair of motor vehicles,452,group,4745,4530,95.4689146469968,3675,77.449947312961,3060,64.4889357218124,NA,NA,NA,NA
2021,453 : Sale of motor vehicle parts and accessories,453,group,990,940,94.9494949494949,745,75.2525252525252,615,62.1212121212121,NA,NA,NA,NA
2021,"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",454,group,230,210,91.304347826087,180,78.2608695652174,145,63.0434782608696,NA,NA,NA,NA
2021,"46 : Wholesale trade, except of motor vehicles and motorcycles",46,division,13480,12770,94.7329376854599,8705,64.5771513353116,5880,43.620178041543,NA,NA,NA,NA
2021,461 : Wholesale on a fee or contract basis,461,group,2090,1970,94.2583732057416,1395,66.7464114832536,1050,50.2392344497608,NA,NA,NA,NA
2021,462 : Wholesale of agricultural raw materials and live animals,462,group,280,260,92.8571428571429,190,67.8571428571429,145,51.7857142857143,NA,NA,NA,NA
2021,"463 : Wholesale of food, beverages and tobacco",463,group,2395,2260,94.3632567849687,1600,66.8058455114823,1195,49.8956158663883,NA,NA,NA,NA
2021,464 : Wholesale of household goods,464,group,3060,2890,94.4444444444444,2060,67.3202614379085,1520,49.6732026143791,NA,NA,NA,NA
2021,465 : Wholesale of information and communication equipment,465,group,445,410,92.1348314606742,295,66.2921348314607,210,47.1910112359551,NA,NA,NA,NA
2021,"466 : Wholesale of other machinery, equipment and supplies",466,group,885,845,95.4802259887006,510,57.6271186440678,350,39.5480225988701,NA,NA,NA,NA
2021,467 : Other specialised wholesale,467,group,1270,1185,93.3070866141732,910,71.6535433070866,685,53.9370078740158,NA,NA,NA,NA
2021,469 : Non-specialised wholesale trade,469,group,3055,2950,96.5630114566285,1745,57.1194762684124,725,23.7315875613748,NA,NA,NA,NA
2021,"47 : Retail trade, except of motor vehicles and motorcycles",47,division,38870,36060,92.7707743761255,25780,66.3236429122717,18945,48.7393877025984,NA,NA,NA,NA
2021,471 : Retail sale in non-specialised stores,471,group,5485,5195,94.7128532360985,4250,77.4840474020055,3465,63.1722880583409,NA,NA,NA,NA
2021,"472 : Retail sale of food, beverages and tobacco in specialised stores",472,group,3105,2945,94.8470209339775,2365,76.1674718196457,1890,60.8695652173913,NA,NA,NA,NA
2021,473 : Retail sale of automotive fuel in specialised stores,473,group,120,115,95.8333333333333,90,75,80,66.6666666666667,NA,NA,NA,NA
2021,474 : Retail sale of information and communication equipment in specialised stores,474,group,810,750,92.5925925925926,530,65.4320987654321,390,48.1481481481481,NA,NA,NA,NA
2021,475 : Retail sale of other household equipment in specialised stores,475,group,3240,3065,94.5987654320988,2245,69.2901234567901,1660,51.2345679012346,NA,NA,NA,NA
2021,476 : Retail sale of cultural and recreation goods in specialised stores,476,group,1635,1530,93.5779816513761,1180,72.17125382263,940,57.4923547400612,NA,NA,NA,NA
2021,477 : Retail sale of other goods in specialised stores,477,group,6565,6185,94.2117288651942,4770,72.6580350342727,3775,57.5019040365575,NA,NA,NA,NA
2021,478 : Retail sale via stalls and markets,478,group,715,665,93.006993006993,460,64.3356643356643,335,46.8531468531469,NA,NA,NA,NA
2021,"479 : Retail trade not in stores, stalls or markets",479,group,17195,15610,90.7822041291073,9890,57.5167199767374,6410,37.2782785693516,NA,NA,NA,NA
2021,49 : Land transport and transport via pipelines,49,division,20660,18830,91.1423039690223,13095,63.3833494675702,6545,31.6795740561471,NA,NA,NA,NA
2021,"491 : Passenger rail transport, interurban",491,group,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,492 : Freight rail transport,492,group,30,25,83.3333333333333,20,66.6666666666667,15,50,NA,NA,NA,NA
2021,493 : Other passenger land transport,493,group,1300,1215,93.4615384615385,955,73.4615384615385,800,61.5384615384615,NA,NA,NA,NA
2021,494 : Freight transport by road and removal services,494,group,19330,17590,90.9984480082773,12120,62.7004655975168,5730,29.6430419037765,NA,NA,NA,NA
2021,495 : Transport via pipeline,495,group,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,50 : Water transport,50,division,115,110,95.6521739130435,90,78.2608695652174,80,69.5652173913043,NA,NA,NA,NA
2021,501 : Sea and coastal passenger water transport,501,group,50,50,100,40,80,35,70,NA,NA,NA,NA
2021,502 : Sea and coastal freight water transport,502,group,45,40,88.8888888888889,35,77.7777777777778,30,66.6666666666667,NA,NA,NA,NA
2021,503 : Inland passenger water transport,503,group,15,15,100,10,66.6666666666667,10,66.6666666666667,NA,NA,NA,NA
2021,504 : Inland freight water transport,504,group,5,5,100,5,100,5,100,NA,NA,NA,NA
2021,51 : Air transport,51,division,255,245,96.078431372549,150,58.8235294117647,110,43.1372549019608,NA,NA,NA,NA
2021,511 : Passenger air transport,511,group,50,50,100,35,70,25,50,NA,NA,NA,NA
2021,512 : Freight air transport and space transport,512,group,205,195,95.1219512195122,115,56.0975609756098,85,41.4634146341463,NA,NA,NA,NA
2021,52 : Warehousing and support activities for transportation,52,division,2900,2730,94.1379310344828,1850,63.7931034482759,1385,47.7586206896552,NA,NA,NA,NA
2021,521 : Warehousing and storage,521,group,525,490,93.3333333333333,355,67.6190476190476,295,56.1904761904762,NA,NA,NA,NA
2021,522 : Support activities for transportation,522,group,2375,2240,94.3157894736842,1495,62.9473684210526,1090,45.8947368421053,NA,NA,NA,NA
2021,53 : Postal and courier activities,53,division,22215,17945,80.7787530947558,8820,39.7029034436192,5300,23.8577537699752,NA,NA,NA,NA
2021,531 : Postal activities under universal service obligation,531,group,280,270,96.4285714285714,205,73.2142857142857,175,62.5,NA,NA,NA,NA
2021,532 : Other postal and courier activities,532,group,21935,17675,80.5789833599271,8615,39.2751310690677,5125,23.3644859813084,NA,NA,NA,NA
2021,55 : Accommodation,55,division,2340,2240,95.7264957264957,1870,79.9145299145299,1595,68.1623931623932,NA,NA,NA,NA
2021,551 : Hotels and similar accommodation,551,group,750,720,96,610,81.3333333333333,505,67.3333333333333,NA,NA,NA,NA
2021,552 : Holiday and other short-stay accommodation,552,group,1105,1060,95.9276018099548,865,78.2805429864253,750,67.8733031674208,NA,NA,NA,NA
2021,"553 : Camping grounds, recreational vehicle parks and trailer parks",553,group,320,310,96.875,270,84.375,235,73.4375,NA,NA,NA,NA
2021,559 : Other accommodation,559,group,165,150,90.9090909090909,125,75.7575757575758,105,63.6363636363636,NA,NA,NA,NA
2021,56 : Food and beverage service activities,56,division,28625,27060,94.5327510917031,20715,72.3668122270742,13935,48.6812227074236,NA,NA,NA,NA
2021,561 : Restaurants and mobile food service activities,561,group,18845,18040,95.7283098965243,14110,74.8739718758291,10105,53.6216503051207,NA,NA,NA,NA
2021,562 : Event catering and other food service activities,562,group,6440,5800,90.0621118012422,3925,60.9472049689441,1775,27.5621118012422,NA,NA,NA,NA
2021,563 : Beverage serving activities,563,group,3340,3220,96.4071856287425,2680,80.2395209580838,2055,61.5269461077844,NA,NA,NA,NA
2021,58 : Publishing activities,58,division,1555,1470,94.5337620578778,1170,75.2411575562701,940,60.4501607717042,NA,NA,NA,NA
2021,"581 : Publishing of books, periodicals and other publishing activities",581,group,950,910,95.7894736842105,730,76.8421052631579,595,62.6315789473684,NA,NA,NA,NA
2021,582 : Software publishing,582,group,605,560,92.5619834710744,440,72.7272727272727,345,57.0247933884297,NA,NA,NA,NA
2021,"59 : Motion picture, video and television programme production, sound recording and music publishing activities",59,division,4205,4030,95.8382877526754,3255,77.4078478002378,2680,63.7336504161712,NA,NA,NA,NA
2021,"591 : Motion picture, video and television programme activities",591,group,3595,3445,95.8275382475661,2820,78.442280945758,2325,64.673157162726,NA,NA,NA,NA
2021,592 : Sound recording and music publishing activities,592,group,610,585,95.9016393442623,435,71.3114754098361,355,58.1967213114754,NA,NA,NA,NA
2021,60 : Programming and broadcasting activities,60,division,265,250,94.3396226415094,190,71.6981132075472,160,60.377358490566,NA,NA,NA,NA
2021,601 : Radio broadcasting,601,group,110,100,90.9090909090909,75,68.1818181818182,60,54.5454545454545,NA,NA,NA,NA
2021,602 : Television programming and broadcasting activities,602,group,155,150,96.7741935483871,115,74.1935483870968,100,64.5161290322581,NA,NA,NA,NA
2021,61 : Telecommunications,61,division,930,885,95.1612903225807,690,74.1935483870968,545,58.6021505376344,NA,NA,NA,NA
2021,611 : Wired telecommunications activities,611,group,230,215,93.4782608695652,165,71.7391304347826,130,56.5217391304348,NA,NA,NA,NA
2021,612 : Wireless telecommunications activities,612,group,190,185,97.3684210526316,140,73.6842105263158,110,57.8947368421053,NA,NA,NA,NA
2021,613 : Satellite telecommunications activities,613,group,30,25,83.3333333333333,20,66.6666666666667,15,50,NA,NA,NA,NA
2021,619 : Other telecommunications activities,619,group,480,460,95.8333333333333,365,76.0416666666667,290,60.4166666666667,NA,NA,NA,NA
2021,"62 : Computer programming, consultancy and related activities",62,division,13950,13255,95.0179211469534,10535,75.5197132616487,8395,60.1792114695341,NA,NA,NA,NA
2021,"620 : Computer programming, consultancy and related activities",620,group,13950,13255,95.0179211469534,10535,75.5197132616487,8395,60.1792114695341,NA,NA,NA,NA
2021,63 : Information service activities,63,division,1445,1350,93.4256055363322,980,67.8200692041522,725,50.1730103806228,NA,NA,NA,NA
2021,"631 : Data processing, hosting and related activities; web portals",631,group,790,735,93.0379746835443,530,67.0886075949367,395,50,NA,NA,NA,NA
2021,639 : Other information service activities,639,group,655,615,93.8931297709924,450,68.7022900763359,330,50.381679389313,NA,NA,NA,NA
2021,"64 (Excl 642) : Financial service activities, except insurance and pension funding",64,division,1260,1200,95.2380952380952,1035,82.1428571428571,880,69.8412698412698,NA,NA,NA,NA
2021,641 : Monetary intermediation,641,group,15,10,66.6666666666667,10,66.6666666666667,10,66.6666666666667,NA,NA,NA,NA
2021,"643 : Trusts, funds and similar financial entities",643,group,145,140,96.551724137931,120,82.7586206896552,100,68.9655172413793,NA,NA,NA,NA
2021,"649 : Other financial service activities, except insurance and pension funding",649,group,1100,1050,95.4545454545455,905,82.2727272727273,770,70,NA,NA,NA,NA
2021,"65 : Insurance, reinsurance and pension funding, except compulsory social security",65,division,190,110,57.8947368421053,90,47.3684210526316,70,36.8421052631579,NA,NA,NA,NA
2021,651 : Insurance,651,group,95,90,94.7368421052632,75,78.9473684210526,60,63.1578947368421,NA,NA,NA,NA
2021,652 : Reinsurance,652,group,0,0,0,0,0,0,0,NA,NA,NA,NA
2021,653 : Pension funding,653,group,95,20,21.0526315789474,15,15.7894736842105,10,10.5263157894737,NA,NA,NA,NA
2021,66 : Activities auxiliary to financial services and insurance activities,66,division,1875,1810,96.5333333333333,1525,81.3333333333333,1335,71.2,NA,NA,NA,NA
2021,"661 : Activities auxiliary to financial services, except insurance and pension funding",661,group,1240,1205,97.1774193548387,1035,83.4677419354839,920,74.1935483870968,NA,NA,NA,NA
2021,662 : Activities auxiliary to insurance and pension funding,662,group,410,390,95.1219512195122,320,78.0487804878049,270,65.8536585365854,NA,NA,NA,NA
2021,663 : Fund management activities,663,group,225,215,95.5555555555556,170,75.5555555555556,145,64.4444444444444,NA,NA,NA,NA
2021,68 : Real estate activities,68,division,12355,11820,95.6697693241603,9365,75.7992715499798,7885,63.8203156616754,NA,NA,NA,NA
2021,681 : Buying and selling of own real estate,681,group,1820,1690,92.8571428571429,1210,66.4835164835165,945,51.9230769230769,NA,NA,NA,NA
2021,682 : Renting and operating of own or leased real estate,682,group,5120,4905,95.80078125,3965,77.44140625,3470,67.7734375,NA,NA,NA,NA
2021,683 : Real estate activities on a fee or contract basis,683,group,5415,5225,96.4912280701754,4190,77.3776546629732,3470,64.0812557710065,NA,NA,NA,NA
2021,69 : Legal and accounting activities,69,division,5565,5335,95.8670260557053,4500,80.8625336927224,3960,71.1590296495957,NA,NA,NA,NA
2021,691 : Legal activities,691,group,2055,1980,96.3503649635037,1720,83.698296836983,1550,75.4257907542579,NA,NA,NA,NA
2021,"692 : Accounting, bookkeeping and auditing activities; tax consultancy",692,group,3510,3355,95.5840455840456,2780,79.2022792022792,2410,68.6609686609687,NA,NA,NA,NA
2021,70 : Activities of head offices; management consultancy activities,70,division,20460,19490,95.2590420332356,15615,76.3196480938416,12700,62.0723362658847,NA,NA,NA,NA
2021,701 : Activities of head offices,701,group,1395,1335,95.6989247311828,1045,74.910394265233,870,62.3655913978495,NA,NA,NA,NA
2021,702 : Management consultancy activities,702,group,19065,18155,95.2268554943614,14570,76.4227642276423,11830,62.0508785733019,NA,NA,NA,NA
2021,71 : Architectural and engineering activities; technical testing and analysis,71,division,7435,7050,94.8217888365837,5705,76.7316745124412,4815,64.7612642905178,NA,NA,NA,NA
2021,711 : Architectural and engineering activities and related technical consultancy,711,group,7085,6715,94.7776993648553,5445,76.8525052928723,4595,64.8553281580805,NA,NA,NA,NA
2021,712 : Technical testing and analysis,712,group,350,335,95.7142857142857,260,74.2857142857143,220,62.8571428571429,NA,NA,NA,NA
2021,72 : Scientific research and development,72,division,785,745,94.9044585987261,600,76.4331210191083,500,63.6942675159236,NA,NA,NA,NA
2021,721 : Research and experimental development on natural sciences and engineering,721,group,695,660,94.9640287769784,530,76.2589928057554,440,63.3093525179856,NA,NA,NA,NA
2021,722 : Research and experimental development on social sciences and humanities,722,group,90,85,94.4444444444444,70,77.7777777777778,60,66.6666666666667,NA,NA,NA,NA
2021,73 : Advertising and market research,73,division,3065,2885,94.1272430668842,2280,74.3882544861338,1835,59.8694942903752,NA,NA,NA,NA
2021,731 : Advertising,731,group,2825,2660,94.1592920353982,2105,74.5132743362832,1690,59.8230088495575,NA,NA,NA,NA
2021,732 : Market research and public opinion polling,732,group,240,225,93.75,175,72.9166666666667,145,60.4166666666667,NA,NA,NA,NA
2021,"74 : Other professional, scientific and technical activities",74,division,10075,9330,92.605459057072,7335,72.8039702233251,5840,57.9652605459057,NA,NA,NA,NA
2021,741 : Specialised design activities,741,group,2675,2535,94.7663551401869,2075,77.5700934579439,1725,64.4859813084112,NA,NA,NA,NA
2021,742 : Photographic activities,742,group,720,685,95.1388888888889,565,78.4722222222222,470,65.2777777777778,NA,NA,NA,NA
2021,743 : Translation and interpretation activities,743,group,215,205,95.3488372093023,160,74.4186046511628,140,65.1162790697674,NA,NA,NA,NA
2021,"749 : Other professional, scientific and technical activities n.e.c.",749,group,6465,5905,91.337973704563,4535,70.1469450889405,3505,54.215003866976,NA,NA,NA,NA
2021,75 : Veterinary activities,75,division,340,315,92.6470588235294,270,79.4117647058823,240,70.5882352941177,NA,NA,NA,NA
2021,750 : Veterinary activities,750,group,340,315,92.6470588235294,270,79.4117647058823,240,70.5882352941177,NA,NA,NA,NA
2021,77 : Rental and leasing activities,77,division,2000,1905,95.25,1465,73.25,1155,57.75,NA,NA,NA,NA
2021,771 : Renting and leasing of motor vehicles,771,group,625,590,94.4,425,68,325,52,NA,NA,NA,NA
2021,772 : Renting and leasing of personal and household goods,772,group,325,315,96.9230769230769,240,73.8461538461539,175,53.8461538461538,NA,NA,NA,NA
2021,"773 : Renting and leasing of other machinery, equipment and tangible goods",773,group,915,870,95.0819672131148,700,76.5027322404372,580,63.3879781420765,NA,NA,NA,NA
2021,"774 : Leasing of intellectual property and similar products, except copyrighted works",774,group,135,130,96.2962962962963,100,74.0740740740741,75,55.5555555555556,NA,NA,NA,NA
2021,78 : Employment activities,78,division,4855,4670,96.1894953656025,3470,71.4727085478888,2720,56.0247167868177,NA,NA,NA,NA
2021,781 : Activities of employment placement agencies,781,group,3190,3075,96.3949843260188,2255,70.6896551724138,1775,55.6426332288401,NA,NA,NA,NA
2021,782 : Temporary employment agency activities,782,group,1225,1175,95.9183673469388,895,73.0612244897959,700,57.1428571428571,NA,NA,NA,NA
2021,783 : Other human resources provision,783,group,440,420,95.4545454545455,320,72.7272727272727,245,55.6818181818182,NA,NA,NA,NA
2021,"79 : Travel agency, tour operator and other reservation service and related activities",79,division,945,910,96.2962962962963,665,70.3703703703704,515,54.4973544973545,NA,NA,NA,NA
2021,791 : Travel agency and tour operator activities,791,group,735,710,96.5986394557823,525,71.4285714285714,410,55.7823129251701,NA,NA,NA,NA
2021,799 : Other reservation service and related activities,799,group,210,200,95.2380952380952,140,66.6666666666667,105,50,NA,NA,NA,NA
2021,80 : Security and investigation activities,80,division,1665,1585,95.1951951951952,1205,72.3723723723724,930,55.8558558558559,NA,NA,NA,NA
2021,801 : Private security activities,801,group,1155,1095,94.8051948051948,810,70.1298701298701,605,52.3809523809524,NA,NA,NA,NA
2021,802 : Security systems service activities,802,group,455,440,96.7032967032967,360,79.1208791208791,300,65.9340659340659,NA,NA,NA,NA
2021,803 : Investigation activities,803,group,55,50,90.9090909090909,35,63.6363636363636,25,45.4545454545455,NA,NA,NA,NA
2021,81 : Services to buildings and landscape activities,81,division,7620,7270,95.4068241469816,5830,76.509186351706,4695,61.6141732283465,NA,NA,NA,NA
2021,811 : Combined facilities support activities,811,group,575,550,95.6521739130435,435,75.6521739130435,345,60,NA,NA,NA,NA
2021,812 : Cleaning activities,812,group,4135,3925,94.9214026602177,3030,73.2769044740024,2380,57.5574365175333,NA,NA,NA,NA
2021,813 : Landscape service activities,813,group,2910,2795,96.0481099656357,2365,81.2714776632302,1970,67.6975945017182,NA,NA,NA,NA
2021,"82 : Office administrative, office support and other business support activities",82,division,18655,17045,91.3696060037524,12485,66.9257571696596,8910,47.7619941034575,NA,NA,NA,NA
2021,821 : Office administrative and support activities,821,group,2835,2650,93.4744268077601,1610,56.7901234567901,470,16.5784832451499,NA,NA,NA,NA
2021,822 : Activities of call centres,822,group,80,75,93.75,50,62.5,35,43.75,NA,NA,NA,NA
2021,823 : Organisation of conventions and trade shows,823,group,320,305,95.3125,250,78.125,215,67.1875,NA,NA,NA,NA
2021,829 : Business support service activities n.e.c.,829,group,15420,14015,90.8884565499351,10575,68.579766536965,8190,53.1128404669261,NA,NA,NA,NA
2021,85 : Education,85,division,5385,5175,96.100278551532,4260,79.108635097493,3555,66.016713091922,NA,NA,NA,NA
2021,851 : Pre-primary education,851,group,235,225,95.7446808510638,205,87.2340425531915,185,78.7234042553192,NA,NA,NA,NA
2021,852 : Primary education,852,group,125,120,96,100,80,85,68,NA,NA,NA,NA
2021,853 : Secondary education,853,group,335,315,94.0298507462687,255,76.1194029850746,210,62.6865671641791,NA,NA,NA,NA
2021,854 : Higher education,854,group,95,90,94.7368421052632,75,78.9473684210526,70,73.6842105263158,NA,NA,NA,NA
2021,855 : Other education,855,group,3500,3370,96.2857142857143,2750,78.5714285714286,2280,65.1428571428572,NA,NA,NA,NA
2021,856 : Educational support activities,856,group,1095,1055,96.3470319634703,875,79.9086757990868,725,66.2100456621005,NA,NA,NA,NA
2021,86 : Human health activities,86,division,6545,6270,95.7983193277311,5370,82.0473644003056,4675,71.4285714285714,NA,NA,NA,NA
2021,861 : Hospital activities,861,group,445,400,89.8876404494382,325,73.0337078651685,260,58.4269662921348,NA,NA,NA,NA
2021,862 : Medical and dental practice activities,862,group,2835,2755,97.1781305114638,2465,86.9488536155203,2240,79.0123456790123,NA,NA,NA,NA
2021,869 : Other human health activities,869,group,3265,3115,95.405819295559,2580,79.0199081163859,2175,66.6156202143951,NA,NA,NA,NA
2021,87 : Residential care activities,87,division,960,910,94.7916666666667,715,74.4791666666667,585,60.9375,NA,NA,NA,NA
2021,871 : Residential nursing care activities,871,group,170,160,94.1176470588235,115,67.6470588235294,90,52.9411764705882,NA,NA,NA,NA
2021,"872 : Residential care activities for learning disabilities, mental health and substance abuse",872,group,145,135,93.1034482758621,105,72.4137931034483,80,55.1724137931034,NA,NA,NA,NA
2021,873 : Residential care activities for the elderly and disabled,873,group,170,155,91.1764705882353,120,70.5882352941177,95,55.8823529411765,NA,NA,NA,NA
2021,879 : Other residential care activities,879,group,475,460,96.8421052631579,375,78.9473684210526,320,67.3684210526316,NA,NA,NA,NA
2021,88 : Social work activities without accommodation,88,division,2760,2680,97.1014492753623,2330,84.4202898550725,2035,73.731884057971,NA,NA,NA,NA
2021,881 : Social work activities without accommodation for the elderly and disabled,881,group,665,650,97.7443609022556,555,83.4586466165414,485,72.9323308270677,NA,NA,NA,NA
2021,889 : Other social work activities without accommodation,889,group,2095,2030,96.8973747016706,1775,84.7255369928401,1550,73.9856801909308,NA,NA,NA,NA
2021,"90 : Creative, arts and entertainment activities",90,division,3120,2980,95.5128205128205,2490,79.8076923076923,2095,67.1474358974359,NA,NA,NA,NA
2021,"900 : Creative, arts and entertainment activities",900,group,3120,2980,95.5128205128205,2490,79.8076923076923,2095,67.1474358974359,NA,NA,NA,NA
2021,"91 : Libraries, archives, museums and other cultural activities",91,division,95,90,94.7368421052632,75,78.9473684210526,60,63.1578947368421,NA,NA,NA,NA
2021,"910 : Libraries, archives, museums and other cultural activities",910,group,95,90,94.7368421052632,75,78.9473684210526,60,63.1578947368421,NA,NA,NA,NA
2021,92 : Gambling and betting activities,92,division,40,40,100,25,62.5,20,50,NA,NA,NA,NA
2021,920 : Gambling and betting activities,920,group,40,40,100,25,62.5,20,50,NA,NA,NA,NA
2021,93 : Sports activities and amusement and recreation activities,93,division,4715,4485,95.1219512195122,3570,75.7158006362672,2870,60.8695652173913,NA,NA,NA,NA
2021,931 : Sports activities,931,group,3890,3705,95.2442159383033,2935,75.4498714652956,2345,60.2827763496144,NA,NA,NA,NA
2021,932 : Amusement and recreation activities,932,group,825,780,94.5454545454545,635,76.969696969697,525,63.6363636363636,NA,NA,NA,NA
2021,94 : Activities of membership organisations,94,division,1215,1175,96.7078189300412,1005,82.7160493827161,885,72.8395061728395,NA,NA,NA,NA
2021,"941 : Activities of business, employers and professional membership organisations",941,group,320,305,95.3125,250,78.125,215,67.1875,NA,NA,NA,NA
2021,942 : Activities of trade unions,942,group,20,15,75,10,50,10,50,NA,NA,NA,NA
2021,949 : Activities of other membership organisations,949,group,875,855,97.7142857142857,745,85.1428571428571,660,75.4285714285714,NA,NA,NA,NA
2021,95 : Repair of computers and personal and household goods,95,division,1315,1245,94.6768060836502,985,74.9049429657795,785,59.6958174904943,NA,NA,NA,NA
2021,951 : Repair of computers and communication equipment,951,group,785,755,96.1783439490446,595,75.7961783439491,475,60.5095541401274,NA,NA,NA,NA
2021,952 : Repair of personal and household goods,952,group,530,490,92.4528301886792,390,73.5849056603774,310,58.4905660377358,NA,NA,NA,NA
